County,Public Water Supply,Population Served,Sampling Date,Sample Number,Raw Water or Treated Drinking Water?,PFOA + PFOS (ppt),Total Tested PFAS (ppt),Method
BRANCH,Lakeland Correctional Facility,1450,10/01/2018,GWIN1810011140GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WEXFORD,"Cadillac, City of",10355,10/02/2018,GWEF1810021130KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Sunset Shores,200,10/23/2018,GWNT1810231435MK,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Portland,3883,09/25/2018,GWEF1809251340KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CASS,C & M Mobile Home Court,70,10/04/2018,GWNT1810041100GGA,Raw Water,2,2,EPA 537 Rev. 1.1
MECOSTA,Sunset Shores,200,10/23/2018,GWNT1810231430MK,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Portland,3883,09/25/2018,GWNT1809251245KER,Treated Drinking Water,4,4,EPA 537 Rev. 1.1
DICKINSON,Kingsford,5480,08/22/2018,GWNT1808221215GSC,Raw Water,ND,3,EPA 537 Rev. 1.1
ST JOSEPH,Lockport Township,1778,10/03/2018,GWNT1810031130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,King Nursing & Rehabilitation Community,61,10/11/2018,GWIN1810111240KME,Raw Water,5,7,EPA 537 Rev. 1.1
ARENAC,Sims-Whitney Utilities Authority,5713,11/02/2018,SWEF1811021055KME,Treated Drinking Water,ND,ND,Isotope Dilution
ST JOSEPH,Klines Resort,398,10/03/2018,GWEF1810031200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WEXFORD,"Manton, City of",1287,10/02/2018,GWEF1810021445KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BRANCH,Union City,1630,10/01/2018,GWEF1810010900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Colon,1190,09/28/2018,GWEF1809280900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Pine Haven Estates,125,10/01/2018,GWNT1810011030KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Mendon,920,10/03/2018,GWEF1810031300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WEXFORD,Cedar Creek Township,124,10/02/2018,GWEF1810021400KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Colon,1190,09/28/2018,GWIN1809280920GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Glen Oaks Community College Dorm,108,10/04/2018,GWEF1810041400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Washburn Lake Village MHP,108,09/28/2018,GWNT1809281000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,Sims-Whitney Utilities Authority,5713,11/02/2018,SWNT1811021050KME,Raw Water,ND,11,Isotope Dilution
ST JOSEPH,Three RIvers,7811,10/03/2018,GWEF1810031000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
IONIA,Pewamo,488,10/01/2018,GWNT1810010950KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Constantine,2075,10/04/2018,GWEF1810041200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CASS,White Pines Mobile Home Park,90,10/04/2018,GWNT1810041000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BRANCH,Union City,1630,10/01/2018,GWEF1810010930GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WEXFORD,"Manton, City of",1287,10/02/2018,GWEF1810021430KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WEXFORD,"Buckley, Village of",529,10/03/2018,GWIN1810040930KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Three RIvers,7811,10/03/2018,GWEF1810031030GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
WEXFORD,Curry House Assisted Living Center,76,10/02/2018,GWEF1810021300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Mendon,920,10/03/2018,GWEF1810031330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WEXFORD,"Mesick, Village of",394,10/03/2018,GWNT1810040900KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,Sims-Whitney Utilities Authority,5713,11/02/2018,SWEF1811021055KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST JOSEPH,Colon,1190,09/28/2018,GWEF1809280940GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Lakeview Trailer Park,70,10/09/2018,GWEF1810091440KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALPENA,"Alpena, City of",15680,10/29/2018,SWEF1810291230GGA,Treated Drinking Water,ND,ND,Isotope Dilution
TUSCOLA,Pine Crest Mobile Home Park,208,10/10/2018,GWNT1810101200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,Misty Meadows Mobile Home Park,45,10/08/2018,GWNT1810081500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Lexington, Village of",6380,10/17/2018,GWNT1810171545GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Evergreen Estates,145,10/11/2018,GWEF1810111000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LUCE,Pentland Township,450,08/17/2018,GWNT1808171140GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALPENA,"Alpena, City of",15680,10/29/2018,SWIN1810291200GGA,Raw Water,ND,ND,Isotope Dilution
LUCE,Pentland Township,450,08/17/2018,GWNT1808171200GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALPENA,"Alpena, City of",15680,10/29/2018,SWEF1810291230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Whispering Oaks MHP,40,10/09/2018,GWNT1810091320KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Northshore Trailer Park,68,10/11/2018,GWNT1810111020KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Deerfield Villa,72,10/09/2018,GWNT1810091035KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Caro, City of",4229,10/10/2018,GWIN1810101500GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Caro, City of",4229,10/10/2018,GWIN1810101400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Country Village Apartments,80,10/11/2018,GWNT1810111000KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Caro, City of",4229,10/10/2018,GWIN1810101330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Caro, City of",4229,10/10/2018,GWEF1810101430GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Country Eden  L.L.C.,60,10/03/2018,GWNT180041130KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,Michigan State University,13900,10/19/2018,GWNT1810191000MK,Raw Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,Michigan State University,13900,10/19/2018,GWNT1810191015MK,Raw Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,"Gladwin, City of",2933,10/08/2018,GWEF1810081440KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Deepwater Pointe Association,65,10/03/2018,GWEF1810031300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Cherryland Mobile Home Park,40,10/03/2018,GWNT1810031200KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Caro, City of",4229,10/10/2018,GWEF1810101300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,"Gladwin, City of",2933,10/08/2018,GWEF1810081420KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Beaverton,1071,10/08/2018,GWIN1810081515KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Houghton Lake Timber Apts.,48,10/09/2018,GWEF1810091410KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Beaverton,1071,10/08/2018,GWIN1810081530KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,The Lighthouse-Traverse City LLC,55,10/04/2018,GWNT1810041030KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,Summer Wood Estates,170,10/09/2018,GWNT1810091600GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Silver Lake View Mobile Home Park,98,10/03/2018,GWEF1810041100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Mayville, Village of",950,10/11/2018,GWEF1810111300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Lakeshore Village,118,10/08/2018,GWEF1810081100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Kingston, Village of",440,10/11/2018,GWIN1810111200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Meadowlane Mobile Home Park,650,10/03/2018,GWEF1810031100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,Huron Dunes Subdivision,175,10/08/2018,GWNT1810081200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Pleasant Beach Mobile Home Resort,250,10/08/2018,GWEF1810081140KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Maple Grove Apartments,28,10/09/2018,GWNT1810091020KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Caro Center,499,10/11/2018,GWIN1810111100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,"Roscommon, Village of",1075,10/10/2018,GWEF1810100920KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Millington, Village of",1072,10/11/2018,GWEF1810111400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,Sebewaing Light & Water,1759,10/09/2018,GWEF1810091400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Riverview Mobile Home Park,43,10/08/2018,GWNT1810081615KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Gagetown, Village of",388,10/10/2018,GWEF1810100930GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Caro Center,499,10/11/2018,GWIN1810111130GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,Sebewaing Light & Water,1759,10/09/2018,GWEF1810091420GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,"Roscommon, Village of",1075,10/10/2018,GWEF1810100930KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Meadowlane Mobile Home Park,650,10/03/2018,GWEF181003110KER-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Kings Court Mobile Home Park,1200,10/03/2018,GWEF1810041220KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Lakeside Development,82,10/08/2018,GWNT1810081015KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Key Court Mobile Home Park,55,10/08/2018,GWNT1810081300KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GLADWIN,Gladwin Nursing and Rehabilitation Commu,60,10/08/2018,GWIN1810081400KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,Bayside Estates,158,10/09/2018,GWNT1810091300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Owendale, Village of",1208,10/09/2018,GWEF1810091200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,Sebewaing Light & Water,1759,10/09/2018,GWEF1810091440GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Lakeshore East Condominiums,84,10/10/2018,GWNT1810101420KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Kirtland Community College,25,10/10/2018,GWEF1810101045KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,Clarkson-Riverview Court,90,10/09/2018,GWNT1810091500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Owendale, Village of",1208,10/09/2018,GWEF1810091230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Grand Traverse Condominiums,60,10/03/2018,GWEF1810031330KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,"Roscommon, Village of",1075,10/10/2018,GWEF1810100950KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Kings Court Mobile Home Park,1200,10/03/2018,GWEF1810041200KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Gagetown, Village of",388,10/10/2018,GWEF1810100900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Juniper Hills Condominiums,50,10/03/2018,GWNT1810031230KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Cass City, Village of",2428,10/10/2018,GWEF1810101000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,"Au Gres, City of",955,11/02/2018,SWEF1811021020KME,Treated Drinking Water,ND,ND,Isotope Dilution
MECOSTA,Big Rapids,10894,09/12/2018,GWEF180912845KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,Brown City,1316,10/18/2018,GWEF1810181230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MASON,"Ludington, City of",10344,11/07/2018,SWEF1811070955KME,Treated Drinking Water,ND,ND,Isotope Dilution
ARENAC,"Au Gres, City of",955,11/02/2018,SWEF1811021020KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MASON,"Ludington, City of",10344,11/07/2018,SWEF1811070955KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
JACKSON,Brooklyn,1206,08/22/2018,GWEF1808221400KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Borrkdale Adrian,110,08/22/2018,GWEF1808221630KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
IRON,Caspian,997,08/23/2018,GWNT1808231120GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MASON,"Ludington, City of",10344,11/07/2018,SWNT1811070950KME,Raw Water,ND,ND,Isotope Dilution
ISABELLA,Country Place Senior Care Center,40,10/17/2018,GWNT1810171140KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ALLEGAN,Kalamazoo Lake Sewer & Water Authority,6520,08/09/2018,GWEF1808091130GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,"Coleman, City of",1243,10/16/2018,GWNT1810161015KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,"Coleman, City of",1243,10/16/2018,GWNT1810161005KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,"Omer, City of",313,11/08/2018,SWEF1811080955KME,Treated Drinking Water,ND,ND,Isotope Dilution
ARENAC,"Omer, City of",313,11/08/2018,SWEF1811080955KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,Houghton Heights Manor,50,10/15/2018,GWNT1810151205KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Capac, Village of",1775,10/24/2018,GWEF1810241115KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,"Au Gres, City of",955,11/02/2018,SWNT1811021010KME,Raw Water,ND,ND,Isotope Dilution
SANILAC,Brown City,1316,10/18/2018,GWEF1810181200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ARENAC,"Omer, City of",313,11/08/2018,SWNT1811080950KME,Raw Water,ND,ND,Isotope Dilution
ROSCOMMON,Emery Pines,50,10/15/2018,GWNT1810151310KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHIPPEWA,Bay Mills Resort and Casino,1978,10/24/2018,GWNT1810251400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Broomfield Valley,212,10/17/2018,GWNT1810171340KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
CHIPPEWA,Bay Mills Indian Community,571,10/24/2018,GWEF1810251300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Maple Ridge Township,250,08/20/2018,GWEF1808201710GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Marion, Village of",872,09/11/2018,GWEF1809111340KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Clinton Estates,68,08/23/2018,GWNT1808231120KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
SAGINAW,Hemlock/Richland Township,1632,08/28/2018,GWIN1808281300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Marion, Village of",872,09/11/2018,GWEF1809111320KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAKE,Idlewild Garden Housing,27,09/12/2018,GWNT1809121530KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Marion, Village of",872,09/11/2018,GWEF18091114000KER-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EMMET,L'arbre Croche Club,330,08/22/2018,GWNT1808221130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Circle Drive Mobile Home Park,125,09/12/2018,GWNT1809120930KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Marion, Village of",872,09/11/2018,GWNT1809111300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAKE,Duvernay Park Apartments,68,09/12/2018,GWNT1809121545KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Hunters Creek Estates,125,09/12/2018,GWNT1809121110KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
NEWAYGO,Four Seasons Trailer Park,140,09/14/2018,GWNT1809141030KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Fife Lake Townhouses,54,10/03/2018,GWNT1811071050MK,Raw Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Lake Arrowhead Estates,231,08/23/2018,GWEF1808230850KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Lee Villa Mobile Home Park,283,08/23/2018,GWEF1808231350KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAKE,"Clean Water Association, Inc.",22,09/12/2018,GWNT1809121600KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Holiday Terrace,90,09/12/2018,GWNT1809121330KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Countryside Mobile Home Park,120,10/16/2018,GWEF1810161420KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SAGINAW,Hemlock/Richland Township,1632,08/28/2018,GWIN1808281320KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
NEWAYGO,Lake Forest Park,185,09/14/2018,GWNT1809141130KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,"Shepard, Village of",1515,10/17/2018,GWEF1810171030KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Yoder Apartments,90,10/16/2018,GWIN1810161325KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ROSCOMMON,White Deer Village,20,10/15/2018,GWNT1810151140KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Country Acres,125,10/16/2018,GWNT1810161055KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Marlette, City of",1875,10/16/2018,GWNT1810161530GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Whispering Pines Housing Community,263,10/16/2018,GWEF1810161500KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Akron,402,10/16/2018,GWNT1810161000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Whispering Pines Housing Community,263,10/16/2018,GWEF1810161510KME-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Oakview Mobile Estates,102,10/17/2018,GWNT1810171200KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Raisin Valley Estates,65,08/23/2018,GWEF1808231100KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Yoder Apartments,90,10/16/2018,GWIN1810161255KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Carsonville, Village of",527,10/17/2018,GWEF1810171100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Yoder Apartments,90,10/16/2018,GWIN1810161310KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Rosebush Estates Apartments,30,10/17/2018,GWEF1810170950KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Akron,402,10/16/2018,GWEF1810161030GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Rosebush Manor Senior Living Community,25,10/17/2018,GWEF1810170915KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Marlette, City of",1875,10/16/2018,GWNT1810161500GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MIDLAND,Yoder Apartments,90,10/16/2018,GWIN1810161335KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Port Sanilac, Village of",623,10/17/2018,GWEF18810171300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Sandusky, City of",2679,10/17/2018,GWEF1810171000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Mapleview Estates,93,10/17/2018,GWNT1810171240KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Riverview Park,175,10/16/2018,GWNT1810161300GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,Pine Terrace Estates,80,10/16/2018,GWNT1810161400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Peck, Village of",632,10/18/2018,GWIN1810181100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Vassar, City of",2697,10/15/2018,GWEF1810151320GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Unionville, Village of",508,10/16/2018,GWIN1810160900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Wood Valley,348,10/15/2018,GWNT1810151000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Mapleview Estates East,220,10/17/2018,GWNT1810171230KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,Huron Bay Resort,140,10/17/2018,GWEF1810171400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Unionville, Village of",508,10/16/2018,GWIN1810160920GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Vassar, City of",2697,10/15/2018,GWEF1810151300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Orchard Cove,255,10/19/2018,GWEF1810191010KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Pebble Creek Mobile Home Park,70,10/16/2018,GWEF1810161200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,Sandpiper Estates,215,10/17/2018,GWNT1810171600GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Vassar, City of",2697,10/15/2018,GWEF1810151340GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Peck, Village of",632,10/18/2018,GWEF1810181140GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,Wood Valley,348,10/15/2018,GWNT1810151030GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Peck, Village of",632,10/18/2018,GWIN1810181130GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Vassar, City of",2697,10/15/2018,GWEF1810151400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,Sunset Mobile Home Park,263,10/17/2018,GWEF1810170900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Minden City, Village of",197,10/18/2018,GWEF1810180900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
TUSCOLA,"Unionville, Village of",508,10/16/2018,GWIN1810160940GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,Green Lake Township,1,10/23/2018,GWEF1810231500GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Alexanders Mobile Village,50,10/22/2018,GWNT1810221010KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Montrose Trailer Park,105,08/01/2018,GWEF1808011130KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Yale, City of",1900,10/23/2018,GWEF1810231310KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MECOSTA,Parks Place Estates,72,09/12/2018,GWNT1809121145KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,"Kingsley, Village of",1657,10/23/2018,GWEF1810231020GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,"Kingsley, Village of",1657,10/23/2018,GWEF1810231040GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Robin Hood Mobile Court,63,08/23/2018,GWNT1808231030KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Lake Isbella Water Dist. #1,327,10/22/2018,GWEF1810221130KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Memphis, City of",1180,10/24/2018,GWEF1810241220KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SANILAC,"Deckerville, Village of",830,10/22/2018,GWEF1810221000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Yale, City of",1900,10/23/2018,GWEF1810231340KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Richlyn Manor,192,08/22/2018,GWNT1080221600KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
ST CLAIR,"Yale, City of",1900,10/23/2018,GWEF1810231325KME,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Montrose Trailer Park,105,08/01/2018,GWEF1808011145KER-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ISABELLA,Country Place,115,10/22/2018,GWNT1810221630KME,Raw Water,ND,ND,EPA 537 Rev. 1.1
GRAND TRAVERSE,"Kingsley, Village of",1657,10/23/2018,GWED1810231000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
HURON,"Elkton, Village of",808,10/09/2018,GWNT1810090940GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
